url,checked_url,status,resolved_url,error
https://eps.superkaiba.com/tasks/1774,https://eps.superkaiba.com/tasks/1774,200,https://eps.superkaiba.com/tasks/1774,
https://eps.superkaiba.com/tasks/1775,https://eps.superkaiba.com/tasks/1775,200,https://eps.superkaiba.com/tasks/1775,
https://eps.superkaiba.com/tasks/1776,https://eps.superkaiba.com/tasks/1776,200,https://eps.superkaiba.com/tasks/1776,
https://eps.superkaiba.com/tasks/2569,https://eps.superkaiba.com/tasks/2569,200,https://eps.superkaiba.com/tasks/2569,
https://eps.superkaiba.com/tasks/2618,https://eps.superkaiba.com/tasks/2618,200,https://eps.superkaiba.com/tasks/2618,
https://eps.superkaiba.com/tasks/779,https://eps.superkaiba.com/tasks/779,200,https://eps.superkaiba.com/tasks/779,
https://eps.superkaiba.com/tasks/952,https://eps.superkaiba.com/tasks/952,200,https://eps.superkaiba.com/tasks/952,
https://github.com/superkaiba/explore-persona-space/blob/5e936b576b310863520dbd0efb3dd7fc2829e8c3/eval_results/issue_2569/weights/leg1/sae_dashboards_v2_L19.md,https://raw.githubusercontent.com/superkaiba/explore-persona-space/5e936b576b310863520dbd0efb3dd7fc2829e8c3/eval_results/issue_2569/weights/leg1/sae_dashboards_v2_L19.md,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/5e936b576b310863520dbd0efb3dd7fc2829e8c3/eval_results/issue_2569/weights/leg1/sae_dashboards_v2_L19.md,
https://github.com/superkaiba/explore-persona-space/blob/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/der/der_eval.json,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/der/der_eval.json,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/der/der_eval.json,
https://github.com/superkaiba/explore-persona-space/blob/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/leg2_curve/learning_curve.json,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/leg2_curve/learning_curve.json,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/leg2_curve/learning_curve.json,
https://github.com/superkaiba/explore-persona-space/blob/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/leg4/feature_map_metrics.json,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/leg4/feature_map_metrics.json,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/leg4/feature_map_metrics.json,
https://github.com/superkaiba/explore-persona-space/blob/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg11/basis_views_L19.json,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg11/basis_views_L19.json,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg11/basis_views_L19.json,
https://github.com/superkaiba/explore-persona-space/blob/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg8/kernel_interpretation_L19.json,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg8/kernel_interpretation_L19.json,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg8/kernel_interpretation_L19.json,
https://github.com/superkaiba/explore-persona-space/blob/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg9/refusal_kernel_L19.json,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg9/refusal_kernel_L19.json,200,https://raw.githubusercontent.com/superkaiba/explore-persona-space/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg9/refusal_kernel_L19.json,
https://github.com/superkaiba/explore-persona-space/tree/5184b7c56f89d6fc0227a0cc5b054212fa8180a6/eval_results/issue_2569/followup_refusal_category_validation_20260909_final,https://github.com/superkaiba/explore-persona-space/tree/5184b7c56f89d6fc0227a0cc5b054212fa8180a6/eval_results/issue_2569/followup_refusal_category_validation_20260909_final,200,https://github.com/superkaiba/explore-persona-space/tree/5184b7c56f89d6fc0227a0cc5b054212fa8180a6/eval_results/issue_2569/followup_refusal_category_validation_20260909_final,
https://github.com/superkaiba/explore-persona-space/tree/5184b7c56f89d6fc0227a0cc5b054212fa8180a6/eval_results/issue_2569/followup_refusal_magnitude_comparison_20260909_countfix_final,https://github.com/superkaiba/explore-persona-space/tree/5184b7c56f89d6fc0227a0cc5b054212fa8180a6/eval_results/issue_2569/followup_refusal_magnitude_comparison_20260909_countfix_final,200,https://github.com/superkaiba/explore-persona-space/tree/5184b7c56f89d6fc0227a0cc5b054212fa8180a6/eval_results/issue_2569/followup_refusal_magnitude_comparison_20260909_countfix_final,
https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569,https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569,200,https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569,
https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg1,https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg1,200,https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg1,
https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg13,https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg13,200,https://github.com/superkaiba/explore-persona-space/tree/80acd1b799496b89342c146f68d22c566db0e51c/eval_results/issue_2569/weights/leg13,
https://github.com/superkaiba/explore-persona-space/tree/c9bfc88e148bed7a5b54781c55394f18d738598f/eval_results/issue_2569/followup_answer_residual_sae,https://github.com/superkaiba/explore-persona-space/tree/c9bfc88e148bed7a5b54781c55394f18d738598f/eval_results/issue_2569/followup_answer_residual_sae,200,https://github.com/superkaiba/explore-persona-space/tree/c9bfc88e148bed7a5b54781c55394f18d738598f/eval_results/issue_2569/followup_answer_residual_sae,
https://github.com/superkaiba/explore-persona-space/tree/c9bfc88e148bed7a5b54781c55394f18d738598f/eval_results/issue_2569/followup_refusal_answer_write,https://github.com/superkaiba/explore-persona-space/tree/c9bfc88e148bed7a5b54781c55394f18d738598f/eval_results/issue_2569/followup_refusal_answer_write,200,https://github.com/superkaiba/explore-persona-space/tree/c9bfc88e148bed7a5b54781c55394f18d738598f/eval_results/issue_2569/followup_refusal_answer_write,
https://github.com/superkaiba/explore-persona-space/tree/e1c7c8b2bd430700a926b60526adbfb44e6abe8b/eval_results/issue_2569/weights/leg12,https://github.com/superkaiba/explore-persona-space/tree/e1c7c8b2bd430700a926b60526adbfb44e6abe8b/eval_results/issue_2569/weights/leg12,200,https://github.com/superkaiba/explore-persona-space/tree/e1c7c8b2bd430700a926b60526adbfb44e6abe8b/eval_results/issue_2569/weights/leg12,
https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/74bb871a5edf1afe777ac9b64a4e2fec5e9947c2/issue2617_svmp,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/74bb871a5edf1afe777ac9b64a4e2fec5e9947c2/issue2617_svmp,200,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/74bb871a5edf1afe777ac9b64a4e2fec5e9947c2/issue2617_svmp,
https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/third_family,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/third_family,200,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/third_family,
https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/a5cf03bbe4807361a74c427a46ad329065f75e30/issue952_position_divergence/followups/china_refusal_wording_withholding_v2,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/a5cf03bbe4807361a74c427a46ad329065f75e30/issue952_position_divergence/followups/china_refusal_wording_withholding_v2,200,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/a5cf03bbe4807361a74c427a46ad329065f75e30/issue952_position_divergence/followups/china_refusal_wording_withholding_v2,
https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/cd80ba2588bb6d4291edf621176ea654bcbf2507/issue2552_derreplication/exactrep/analysis_tensors,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/cd80ba2588bb6d4291edf621176ea654bcbf2507/issue2552_derreplication/exactrep/analysis_tensors,200,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/tree/cd80ba2588bb6d4291edf621176ea654bcbf2507/issue2552_derreplication/exactrep/analysis_tensors,
